Proximity,Feasibility,Feasibility w.r.t k-neigbors k=50,Features Changed (normalized),Discriminative Power k=20,DCG @6,explainer
0.5454291305563321,0.45491666608905534,0.7950331523673495,0.18181818181818182,0.35,0.43078109538378817,dice
1.191780821917808,0.3967038930746456,1.2797162565780693,0.18181818181818182,0.0,0.06831370711660699,dice
2.191780821917808,1.3064140785186862,1.8810769980325648,0.2727272727272727,0.3,0.06831370711660699,dice
2.0,2.0490439505739273,2.299809405396078,0.18181818181818182,0.2,0.38685280723454163,dice
2.6,1.228226851327723,2.0550458910912566,0.2727272727272727,0.15,0.6452587420785775,dice
0.5848478558939332,0.353669320854875,0.6562439048326465,0.2727272727272727,0.05,0.25098253571934803,dice
0.5524182275649986,0.5271031919315143,0.9430928296665394,0.18181818181818182,0.0,0.42013203313514014,dice
0.638134143426796,0.08731461564587342,0.17278138346423652,0.18181818181818182,0.5,0.2993694261117572,dice
1.3687447581772436,0.7318787283206425,0.9647046166674385,0.2727272727272727,0.65,0.23645856374738503,dice
0.5013978194017332,0.476082783768249,0.8941132378298045,0.18181818181818182,0.0,0.36911162497187483,dice
0.29354207436399216,0.20302960989671537,0.570211050078672,0.18181818181818182,0.25,0.19653219844876263,dice
2.8,1.6422482378362115,2.0549269582626675,0.2727272727272727,0.6,0.7313940536932562,dice
2.6666666666666665,1.6223992023315987,1.8932868152293583,0.2727272727272727,0.65,0.6739705126168036,dice
1.5475206611570247,0.5015232894169026,1.0122662294434512,0.18181818181818182,0.2,0.2737603305785124,dice
1.5932345540956108,0.6667008869286044,1.1897879303748617,0.2727272727272727,0.4,0.46094835966575237,dice
1.3849233304401425,0.5640274321736695,1.071965409296667,0.2727272727272727,0.75,0.16685472593793815,dice
1.1506849315068493,0.923379986358104,1.3175370411872813,0.18181818181818182,0.05,0.05367505559161977,dice
1.1643835616438356,0.7578139901569897,1.3393623023464791,0.18181818181818182,0.0,0.05855460609994884,dice
0.8429223744292237,0.7302737133194347,1.1059588069218151,0.18181818181818182,0.3,0.35486587998712077,dice
0.7506849315068493,0.6380362703970603,1.003513949677812,0.18181818181818182,0.4,0.3120809904356556,dice
0.45250648657515763,0.11747086849381815,0.44446340666869105,0.2727272727272727,0.35,0.2811164453706719,Cadex
0.30374615599664523,0.21323369152936844,0.5775579888541823,0.18181818181818182,0.25,0.2067362800814157,Cadex
0.4458490026449464,0.11081338456360695,0.4492567950984431,0.2727272727272727,0.35,0.2777877034055663,Cadex
0.4340379421325872,0.09900232405124772,0.44306688111632125,0.2727272727272727,0.3,0.26678013233306014,Cadex
0.41827319629312154,0.08323757821178208,0.4308558542851202,0.2727272727272727,0.25,0.26086752397349144,Cadex
0.4849398629597882,0.14990424487844875,0.4847422399585754,0.36363636363636365,0.25,0.28957929451171766,Cadex
1.295538671334793,0.20052454809615455,0.5223611220857262,0.45454545454545453,0.0,0.12380538610248124,Fimap
1.2964569449803394,0.1996062744506082,0.5214428484401799,0.45454545454545453,0.0,0.12426452292525443,Fimap
1.2950795345120198,0.20098368491892776,0.5228202589084995,0.45454545454545453,0.0,0.12357581769109464,Fimap
1.2841867476452071,0.2118764717857406,0.5202436580202101,0.45454545454545453,0.0,0.11302738344136169,Fimap
0.2054794520547945,0.21700780391404834,0.6412835040679404,0.09090909090909091,0.0,0.07319325762493606,Cadex
